,OrderNumber,OrderDate,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost,ProductIndex,Category,CustomerIndex,CustomerNames,Emails,HeadOfficeIndex,RegionIndex,City,Country
150,SO - 000251,41808,Distributor,USD,AXW291,30,10,221.1,2211.0,185.724,12,garden & outdoor,106,Organon Corp,cwillis1c@theatlantic.com,15,30,Marseille,France
151,SO - 000252,41809,Distributor,USD,AXW291,19,9,3356.7,30210.3,2819.628,13,beauty make-up,62,Topiczoom Corp,tgordondk@diigo.com,53,19,SOFIA,Bulgaria
152,SO - 000253,41809,Wholesale,USD,NXH382,58,6,1701.8,10210.8,1157.224,2,books,94,Browsetype Corp,fbutlerco@1und1.de,63,58,Málaga,Spain
153,SO - 000254,41809,Wholesale,USD,NXH382,50,5,2566.1,12830.5,2181.185,9,health & personal care,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,50,Rotterdam,Netherlands
154,SO - 000255,41809,Wholesale,USD,AXW291,19,12,221.1,2653.2,126.027,7,men's & women's clothing,102,Linkbuzz Ltd,bsimsla@icio.us,64,19,SOFIA,Bulgaria
155,SO - 000256,41809,Wholesale,USD,GUT930,45,9,1782.2,16039.8,980.21,2,books,172,BB17 Company,jblackn@spiegel.de,18,45,Frankfurt am Main,Germany
156,SO - 000257,41809,Wholesale,USD,AXW291,17,10,2003.3,20033.0,801.32,7,men's & women's clothing,41,Pixoboo Corp,gpalmer43@hexun.com,25,17,München (Munich),Germany
157,SO - 000258,41809,Wholesale,USD,AXW291,6,11,2385.2,26237.2,1502.676,11,toy & kids products,142,Skippad Ltd,jchavezik@aboutads.info,27,6,PARIS,France
158,SO - 000259,41809,Wholesale,USD,AXW291,3,11,2231.1,24542.1,1784.88,8,car & motorbike,2,Jaxbean Group,jwilliamsonpk@eventbrite.com,42,3,MADRID,Spain
159,SO - 000260,41809,Wholesale,USD,AXW291,22,7,1005.0,7035.0,412.05,7,men's & women's clothing,140,Safecor Corp,bchapmanu@geocities.jp,53,22,Napoli (Naples),Italy
160,SO - 000261,41809,Distributor,USD,NXH382,53,12,2693.4,32320.8,1939.248,15,pet supplies,122,Brightdog Corp,esimpson44@canalblog.com,33,53,VILNIUS,Lithuania
161,SO - 000262,41809,Wholesale,USD,AXW291,20,8,1105.5,8844.0,652.245,15,pet supplies,156,Actavis Company,jkimw@netscape.com,22,20,Dnepropetrovsk,Ukraine
162,SO - 000263,41810,Distributor,USD,AXW291,16,9,1909.5,17185.5,1088.415,9,health & personal care,108,Vitz Company,pmorales92@naver.com,27,16,Milano (Milan),Italy
163,SO - 000264,41810,Distributor,USD,GUT930,32,8,1118.9,8951.2,850.364,8,car & motorbike,123,Muxo Group,hday5g@webnode.com,11,32,Lvov,Ukraine
164,SO - 000265,41810,Wholesale,USD,AXW291,17,10,1038.5,10385.0,758.105,10,accessories,15,Centizu Company,sgarcia9k@myspace.com,23,17,München (Munich),Germany
165,SO - 000266,41810,Distributor,USD,AXW291,23,6,6324.8,37948.8,4300.864,2,books,125,Zooveo Company,jevans0@guardian.co.uk,22,23,Birmingham,UK
166,SO - 000267,41810,Wholesale,USD,AXW291,3,6,1005.0,6030.0,502.5,3,electronics,75,Cogilith Group,bnelson17@parallels.com,50,3,MADRID,Spain
167,SO - 000268,41810,Distributor,USD,GUT930,32,10,1293.1,12931.0,659.481,5,sports & fitness,116,Epic Group,sruizd@wikia.com,44,32,Lvov,Ukraine
168,SO - 000269,41810,Wholesale,USD,AXW291,14,5,844.2,4221.0,540.288,1,home appliances,47,Gigabox Group,jjohnston3t@homestead.com,39,14,Kharkov,Ukraine
169,SO - 000270,41810,Wholesale,USD,NXH382,58,8,247.9,1983.2,195.841,3,electronics,40,Twinte Group,ebellpi@yandex.ru,59,58,Málaga,Spain
170,SO - 000271,41810,Wholesale,USD,GUT930,39,12,174.2,2090.4,139.36,7,men's & women's clothing,161,Aveda Group,swilson46@freewebs.com,58,39,Leeds,UK
171,SO - 000272,41811,Wholesale,USD,NXH382,50,9,1025.1,9225.9,707.319,9,health & personal care,58,Ozu Ltd,rburns9i@usda.gov,14,50,Rotterdam,Netherlands
172,SO - 000273,41811,Export,USD,FLR025,62,9,3068.6,27617.4,2301.45,9,health & personal care,18,Omba Group,fbryant5n@alibaba.com,36,62,Duisburg,Germany
173,SO - 000274,41811,Distributor,USD,AXW291,22,7,241.2,1688.4,115.776,12,garden & outdoor,78,US Ltd,astone14@shareasale.com,50,22,Napoli (Naples),Italy
174,SO - 000275,41811,Distributor,USD,GUT930,36,10,174.2,1742.0,139.36,1,home appliances,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,36,Kraków,Poland
175,SO - 000276,41811,Export,USD,AXW291,6,7,2505.8,17540.6,1804.176,7,men's & women's clothing,152,Eayo Company,jcastillo1w@independent.co.uk,33,6,PARIS,France
176,SO - 000277,41811,Wholesale,USD,GUT930,42,11,2599.6,28595.6,1637.748,1,home appliances,164,Divanoodle Ltd,cgarrettkj@ted.com,26,42,Palermo,Italy
177,SO - 000278,41811,Export,USD,AXW291,28,12,2278.0,27336.0,1503.48,5,sports & fitness,151,Snaptags Ltd,jsullivangr@sun.com,57,28,Zaporozhye,Ukraine
178,SO - 000279,41812,Wholesale,USD,FLR025,64,12,1092.1,13105.2,589.734,10,accessories,106,Organon Corp,cwillis1c@theatlantic.com,15,64,Mykolaiv,Ukraine
179,SO - 000280,41812,Wholesale,USD,AXW291,8,9,1139.0,10251.0,933.98,8,car & motorbike,1,Geiss Company,lharrison3v@eepurl.com,6,8,BUDAPEST,Hungary
180,SO - 000281,41812,Export,USD,FLR025,61,11,1675.0,18425.0,1072.0,9,health & personal care,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,61,SARAJEVO,Bosnia
181,SO - 000282,41812,Export,USD,GUT930,41,7,1011.7,7081.9,687.956,5,sports & fitness,38,Neutrogena Ltd,aharveyd3@flavors.me,33,41,Sevilla,Spain
182,SO - 000283,41812,Wholesale,USD,AXW291,23,12,938.0,11256.0,412.72,14,musical instruments,127,Topco Company,phenry4a@samsung.com,4,23,Birmingham,UK
183,SO - 000284,41812,Distributor,USD,AXW291,10,10,2566.1,25661.0,1052.101,12,garden & outdoor,66,Bluezoom Group,dwallace1v@unblog.fr,8,10,MINSK,Belarus
184,SO - 000285,41813,Wholesale,USD,GUT930,32,12,871.0,10452.0,374.53,9,health & personal care,59,Gabvine Ltd,aturner9s@webs.com,64,32,Lvov,Ukraine
185,SO - 000286,41813,Wholesale,USD,AXW291,15,9,2485.7,22371.3,1789.704,7,men's & women's clothing,68,True Ltd,bcollins1t@prweb.com,4,15,Barcelona,Spain
186,SO - 000287,41813,Distributor,USD,FLR025,66,9,2345.0,21105.0,1922.9,11,toy & kids products,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,66,KOBENHAVN (Copenhagen),Denmark
187,SO - 000288,41813,Distributor,USD,AXW291,9,12,1118.9,13426.8,749.663,3,electronics,21,Viva Ltd,wyoungoo@ucla.edu,55,9,Hamburg,Germany
188,SO - 000289,41813,Wholesale,USD,AXW291,2,7,1996.6,13976.2,1397.62,1,home appliances,39,Kazu Corp,jwoodo@mit.edu,45,2,BERLIN,Germany
189,SO - 000290,41813,Distributor,USD,AXW291,23,6,710.2,4261.2,390.61,4,furniture,113,Talane Group,ajacobs49@ow.ly,64,23,Birmingham,UK
190,SO - 000291,41813,Export,USD,GUT930,37,6,3979.8,23878.8,1790.91,12,garden & outdoor,21,Viva Ltd,wyoungoo@ucla.edu,55,37,Valencia,Spain
191,SO - 000292,41813,Distributor,USD,FLR025,61,6,1025.1,6150.6,440.793,15,pet supplies,116,Epic Group,sruizd@wikia.com,44,61,SARAJEVO,Bosnia
192,SO - 000293,41813,Distributor,USD,GUT930,36,8,2519.2,20153.6,1309.984,6,grocery & gourmet foods,95,Realbridge Corp,sross1f@xrea.com,9,36,Kraków,Poland
193,SO - 000294,41813,Wholesale,USD,AXW291,27,8,5031.7,40253.6,3471.873,11,toy & kids products,9,Walgreen Corp,aparker1l@pcworld.com,10,27,ZAGREB,Croatia
194,SO - 000295,41814,Wholesale,USD,NXH382,56,10,1829.1,18291.0,768.222,12,garden & outdoor,3,Ascend Ltd,wwilliamson1g@about.me,28,56,LISBOA (Lisbon),Portugal
195,SO - 000296,41814,Wholesale,USD,NXH382,55,11,1072.0,11792.0,900.48,1,home appliances,148,Jabbercube Corp,dkennedyaj@intel.com,8,55,Düsseldorf,Germany
196,SO - 000297,41814,Wholesale,USD,GUT930,45,10,2539.3,25393.0,1828.296,12,garden & outdoor,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,45,Frankfurt am Main,Germany
197,SO - 000298,41814,Distributor,USD,NXH382,48,8,3899.4,31195.2,2027.688,8,car & motorbike,38,Neutrogena Ltd,aharveyd3@flavors.me,33,48,Zaragoza,Spain
198,SO - 000299,41815,Wholesale,USD,FLR025,66,7,5045.1,35315.7,3380.217,4,furniture,102,Linkbuzz Ltd,bsimsla@icio.us,64,66,KOBENHAVN (Copenhagen),Denmark
199,SO - 000300,41815,Wholesale,USD,AXW291,23,11,1005.0,11055.0,522.6,10,accessories,37,Mycone Ltd,jcruz2p@php.net,41,23,Birmingham,UK
200,SO - 000301,41815,Wholesale,USD,GUT930,33,11,2438.8,26826.8,1219.4,14,musical instruments,107,NCS Group,nandersonqk@blogspot.com,26,33,ATHINAI (Athens),Greece
201,SO - 000302,41816,Distributor,USD,AXW291,28,6,3336.6,20019.6,2035.326,15,pet supplies,40,Twinte Group,ebellpi@yandex.ru,59,28,Zaporozhye,Ukraine
202,SO - 000303,41816,Wholesale,USD,GUT930,46,6,1098.8,6592.8,857.064,10,accessories,154,GOOD Ltd,dhanson5@com.com,60,46,Wroclaw (Breslau),Poland
203,SO - 000304,41816,Wholesale,USD,AXW291,12,11,1902.8,20930.8,970.428,1,home appliances,107,NCS Group,nandersonqk@blogspot.com,26,12,BEOGRAD (Belgrade),Serbia
204,SO - 000305,41816,Wholesale,USD,AXW291,28,11,3477.3,38250.3,2190.699,10,accessories,137,Aldi Ltd,fcampbell80@360.cn,28,28,Zaporozhye,Ukraine
205,SO - 000306,41817,Distributor,USD,GUT930,36,10,2599.6,25996.0,1481.772,15,pet supplies,146,Vimbo Company,srice31@exblog.jp,34,36,Kraków,Poland
206,SO - 000307,41817,Wholesale,USD,NXH382,54,12,1078.7,12944.4,506.989,1,home appliances,164,Divanoodle Ltd,cgarrettkj@ted.com,26,54,Poznan,Poland
207,SO - 000308,41817,Distributor,USD,GUT930,36,11,1045.2,11497.2,533.052,15,pet supplies,4,Eire Corp,rgreene16@deviantart.com,64,36,Kraków,Poland
208,SO - 000309,41817,Export,USD,AXW291,29,11,1125.6,12381.6,787.92,2,books,4,Eire Corp,rgreene16@deviantart.com,64,29,Lódz,Poland
209,SO - 000310,41817,Export,USD,GUT930,34,12,1105.5,13266.0,762.795,5,sports & fitness,165,Buzzshare Company,awilliamson1@craigslist.org,57,34,Salonika,Greece
210,SO - 000311,41817,Export,USD,AXW291,16,10,2606.3,26063.0,1668.032,9,health & personal care,68,True Ltd,bcollins1t@prweb.com,4,16,Milano (Milan),Italy
211,SO - 000312,41817,Wholesale,USD,GUT930,41,7,227.8,1594.6,95.676,13,beauty make-up,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,41,Sevilla,Spain
212,SO - 000313,41817,Wholesale,USD,GUT930,33,8,167.5,1340.0,123.95,1,home appliances,107,NCS Group,nandersonqk@blogspot.com,26,33,ATHINAI (Athens),Greece
213,SO - 000314,41817,Wholesale,USD,GUT930,45,6,1145.7,6874.2,538.479,1,home appliances,48,Rochester Group,ksmith4t@blinklist.com,24,45,Frankfurt am Main,Germany
214,SO - 000315,41817,Wholesale,USD,NXH382,59,7,2599.6,18197.2,2157.668,9,health & personal care,62,Topiczoom Corp,tgordondk@diigo.com,53,59,Bremen,Germany
215,SO - 000316,41818,Wholesale,USD,AXW291,25,5,3939.6,19698.0,1969.8,5,sports & fitness,21,Viva Ltd,wyoungoo@ucla.edu,55,25,Köln (Cologne),Germany
216,SO - 000317,41818,Distributor,USD,AXW291,20,6,2881.0,17286.0,1584.55,7,men's & women's clothing,40,Twinte Group,ebellpi@yandex.ru,59,20,Dnepropetrovsk,Ukraine
217,SO - 000318,41818,Distributor,USD,AXW291,20,8,3852.5,30820.0,2003.3,8,car & motorbike,62,Topiczoom Corp,tgordondk@diigo.com,53,20,Dnepropetrovsk,Ukraine
218,SO - 000319,41818,Export,USD,AXW291,10,7,1139.0,7973.0,546.72,12,garden & outdoor,100,Aibox Company,smorrisba@craigslist.org,6,10,MINSK,Belarus
219,SO - 000320,41818,Distributor,USD,GUT930,35,8,2519.2,20153.6,2040.552,7,men's & women's clothing,59,Gabvine Ltd,aturner9s@webs.com,64,35,STOCKHOLM,Sweden
220,SO - 000321,41818,Distributor,USD,AXW291,15,12,1192.6,14311.2,703.634,5,sports & fitness,39,Kazu Corp,jwoodo@mit.edu,45,15,Barcelona,Spain
221,SO - 000322,41818,Wholesale,USD,GUT930,39,11,2412.0,26532.0,1013.04,2,books,122,Brightdog Corp,esimpson44@canalblog.com,33,39,Leeds,UK
222,SO - 000323,41818,Wholesale,USD,AXW291,24,9,2479.0,22311.0,2057.57,7,men's & women's clothing,142,Skippad Ltd,jchavezik@aboutads.info,27,24,Odessa,Ukraine
223,SO - 000324,41818,Wholesale,USD,NXH382,58,10,1956.4,19564.0,1330.352,9,health & personal care,5,Blogtags Ltd,rscott2f@printfriendly.com,8,58,Málaga,Spain
224,SO - 000325,41818,Wholesale,USD,GUT930,32,9,1078.7,9708.3,722.729,12,garden & outdoor,22,SAFEWAY Ltd,rclark1m@oracle.com,45,32,Lvov,Ukraine
225,SO - 000326,41818,Wholesale,USD,AXW291,13,11,1212.7,13339.7,945.906,9,health & personal care,47,Gigabox Group,jjohnston3t@homestead.com,39,13,WIEN (Vienna),Austria
226,SO - 000327,41818,Distributor,USD,GUT930,46,7,978.2,6847.4,821.688,10,accessories,88,Twitterbri Ltd,lburkefb@epa.gov,46,46,Wroclaw (Breslau),Poland
227,SO - 000328,41818,Distributor,USD,NXH382,50,10,174.2,1742.0,120.198,13,beauty make-up,172,BB17 Company,jblackn@spiegel.de,18,50,Rotterdam,Netherlands
228,SO - 000329,41818,Wholesale,USD,GUT930,41,5,1125.6,5628.0,630.336,7,men's & women's clothing,74,Dazzlesphe Corp,mpalmera6@census.gov,50,41,Sevilla,Spain
229,SO - 000330,41819,Distributor,USD,NXH382,52,8,1065.3,8522.4,468.732,12,garden & outdoor,31,Golden Corp,kmoreno34@ca.gov,36,52,Stuttgart,Germany
230,SO - 000331,41819,Distributor,USD,AXW291,11,8,3892.7,31141.6,2724.89,11,toy & kids products,111,Buzzbean Group,brodriguezmw@google.co.uk,10,11,WARSZAWA (Warsaw),Poland
231,SO - 000332,41819,Wholesale,USD,NXH382,54,5,207.7,1038.5,120.466,11,toy & kids products,54,Revitol Company,aramos9w@php.net,41,54,Poznan,Poland
232,SO - 000333,41819,Wholesale,USD,AXW291,14,8,1185.9,9487.2,948.72,11,toy & kids products,99,Flipbug Ltd,rford65@google.co.jp,13,14,Kharkov,Ukraine
233,SO - 000334,41819,Export,USD,FLR025,64,11,2586.2,28448.2,1629.306,3,electronics,110,Holston Company,chamilton3z@geocities.jp,34,64,Mykolaiv,Ukraine
234,SO - 000335,41819,Wholesale,USD,AXW291,5,10,2579.5,25795.0,1960.42,12,garden & outdoor,152,Eayo Company,jcastillo1w@independent.co.uk,33,5,KIEV,Ukraine
235,SO - 000336,41819,Distributor,USD,AXW291,5,8,6378.4,51027.2,2806.496,2,books,10,Unit Ltd,bmcdonald47@joomla.org,32,5,KIEV,Ukraine
236,SO - 000337,41819,Wholesale,USD,NXH382,53,6,3008.3,18049.8,2226.142,4,furniture,41,Pixoboo Corp,gpalmer43@hexun.com,25,53,VILNIUS,Lithuania
237,SO - 000338,41819,Wholesale,USD,AXW291,26,8,1755.4,14043.2,930.362,15,pet supplies,27,Wise Company,bmatthewsm@dot.gov,28,26,Torino (Turin),Italy
238,SO - 000339,41819,Wholesale,USD,AXW291,31,8,1139.0,9112.0,740.35,13,beauty make-up,168,Podcat Corp,wgreenks@ocn.ne.jp,35,31,RIGA,Latvia
239,SO - 000340,41819,Distributor,USD,AXW291,8,7,6157.3,43101.1,4556.402,4,furniture,3,Ascend Ltd,wwilliamson1g@about.me,28,8,BUDAPEST,Hungary
240,SO - 000341,41819,Export,USD,AXW291,8,12,2231.1,26773.2,1093.239,3,electronics,150,Zooxo Ltd,hmoore3c@privacy.gov.au,43,8,BUDAPEST,Hungary
241,SO - 000342,41819,Wholesale,USD,AXW291,12,9,2479.0,22311.0,1859.25,4,furniture,4,Eire Corp,rgreene16@deviantart.com,64,12,BEOGRAD (Belgrade),Serbia
242,SO - 000343,41820,Wholesale,USD,AXW291,4,11,6391.8,70309.8,4793.85,14,musical instruments,70,Cogidoo Company,mcarrolli3@foxnews.com,36,4,ROMA,Italy
243,SO - 000344,41820,Export,USD,NXH382,48,8,1139.0,9112.0,660.62,4,furniture,143,Mita Corp,rfoxlk@slideshare.net,2,48,Zaragoza,Spain
244,SO - 000345,41820,Wholesale,USD,GUT930,36,8,2586.2,20689.6,1681.03,4,furniture,65,CARDINAL Group,emarshall1o@multiply.com,8,36,Kraków,Poland
245,SO - 000346,41820,Wholesale,USD,GUT930,38,5,3899.4,19497.0,1871.712,11,toy & kids products,171,Accord Group,egraham2o@nsw.gov.au,18,38,AMSTERDAM,Netherlands
246,SO - 000347,41820,Distributor,USD,AXW291,15,9,951.4,8562.6,599.382,10,accessories,48,Rochester Group,ksmith4t@blinklist.com,24,15,Barcelona,Spain
247,SO - 000348,41821,Distributor,USD,GUT930,31,9,5607.9,50471.1,3476.898,12,garden & outdoor,41,Pixoboo Corp,gpalmer43@hexun.com,25,31,RIGA,Latvia
248,SO - 000349,41821,Export,USD,NXH382,50,8,1165.8,9326.4,827.718,12,garden & outdoor,44,Fivechat Company,jrose1k@163.com,10,50,Rotterdam,Netherlands
249,SO - 000350,41821,Distributor,USD,NXH382,50,12,1949.7,23396.4,1520.766,5,sports & fitness,30,Shuffledri Group,vlittle3@wordpress.com,28,50,Rotterdam,Netherlands
250,SO - 000351,41821,Distributor,USD,AXW291,27,9,3685.0,33165.0,2690.05,13,beauty make-up,75,Cogilith Group,bnelson17@parallels.com,50,27,ZAGREB,Croatia
251,SO - 000352,41821,Wholesale,USD,FLR025,60,8,2633.1,21064.8,1816.839,11,toy & kids products,138,Zoovu Corp,treynoldspc@freewebs.com,9,60,Sheffield,UK
252,SO - 000353,41821,Wholesale,USD,NXH382,50,6,1072.0,6432.0,460.96,14,musical instruments,133,Mydo Corp,rramoshq@jugem.jp,54,50,Rotterdam,Netherlands
253,SO - 000354,41821,Distributor,USD,AXW291,6,10,3537.6,35376.0,1910.304,4,furniture,67,Skyble Corp,dperkinsc1@washingtonpost.com,12,6,PARIS,France
254,SO - 000355,41821,Distributor,USD,GUT930,42,11,1092.1,12013.1,622.497,6,grocery & gourmet foods,151,Snaptags Ltd,jsullivangr@sun.com,57,42,Palermo,Italy
255,SO - 000356,41821,Wholesale,USD,NXH382,48,9,1748.7,15738.3,1136.655,9,health & personal care,98,Natures Group,dbishopcy@nasa.gov,7,48,Zaragoza,Spain
256,SO - 000357,41821,Wholesale,USD,AXW291,2,8,891.1,7128.8,739.613,6,grocery & gourmet foods,82,Accudial Company,ngarza2s@illinois.edu,2,2,BERLIN,Germany
257,SO - 000358,41821,Wholesale,USD,AXW291,29,5,3082.0,15410.0,1510.18,4,furniture,78,US Ltd,astone14@shareasale.com,50,29,Lódz,Poland
258,SO - 000359,41821,Wholesale,USD,AXW291,27,5,1125.6,5628.0,776.664,9,health & personal care,63,Pfizer Corp,cwillis4l@answers.com,26,27,ZAGREB,Croatia
259,SO - 000360,41821,Wholesale,USD,AXW291,19,9,1252.9,11276.1,651.508,10,accessories,47,Gigabox Group,jjohnston3t@homestead.com,39,19,SOFIA,Bulgaria
260,SO - 000361,41822,Distributor,USD,FLR025,66,11,837.5,9212.5,527.625,3,electronics,4,Eire Corp,rgreene16@deviantart.com,64,66,KOBENHAVN (Copenhagen),Denmark
261,SO - 000362,41822,Wholesale,USD,NXH382,53,10,1031.8,10318.0,773.85,1,home appliances,172,BB17 Company,jblackn@spiegel.de,18,53,VILNIUS,Lithuania
262,SO - 000363,41822,Wholesale,USD,GUT930,46,10,2385.2,23852.0,1454.972,10,accessories,64,Fatz Group,fedwards4w@latimes.com,31,46,Wroclaw (Breslau),Poland
263,SO - 000364,41822,Distributor,USD,AXW291,28,8,1802.3,14418.4,1153.472,13,beauty make-up,106,Organon Corp,cwillis1c@theatlantic.com,15,28,Zaporozhye,Ukraine
264,SO - 000365,41822,Distributor,USD,NXH382,49,5,1018.4,5092.0,753.616,10,accessories,29,Voolia Ltd,btaylorv@networksolutions.com,12,49,Essen,Germany
265,SO - 000366,41822,Wholesale,USD,AXW291,19,10,3946.3,39463.0,1815.298,7,men's & women's clothing,60,BTA Corp,jpeters2z@wordpress.org,5,19,SOFIA,Bulgaria
266,SO - 000367,41822,Distributor,USD,AXW291,24,6,3953.0,23718.0,2095.09,3,electronics,29,Voolia Ltd,btaylorv@networksolutions.com,12,24,Odessa,Ukraine
267,SO - 000368,41823,Wholesale,USD,AXW291,29,10,5098.7,50987.0,3416.129,8,car & motorbike,142,Skippad Ltd,jchavezik@aboutads.info,27,29,Lódz,Poland
268,SO - 000369,41823,Export,USD,FLR025,63,11,3758.7,41345.7,1954.524,15,pet supplies,173,H Ltd,pgonzales7y@youku.com,12,63,Hannover,Germany
269,SO - 000370,41823,Distributor,USD,AXW291,9,5,911.2,4556.0,610.504,12,garden & outdoor,141,Skinder Group,slawsonci@meetup.com,46,9,Hamburg,Germany
270,SO - 000371,41823,Wholesale,USD,GUT930,43,8,904.5,7236.0,379.89,6,grocery & gourmet foods,42,Colgate-Pa Group,dmorrisf1@google.pl,20,43,KISHINEV,Moldova
271,SO - 000372,41823,Wholesale,USD,AXW291,23,10,911.2,9112.0,410.04,8,car & motorbike,87,Johnson Ltd,rrussell6p@multiply.com,53,23,Birmingham,UK
272,SO - 000373,41823,Wholesale,USD,AXW291,7,10,227.8,2278.0,134.402,9,health & personal care,82,Accudial Company,ngarza2s@illinois.edu,2,7,BUCURESTI (Bucharest),Romania
273,SO - 000374,41823,Distributor,USD,AXW291,13,5,254.6,1273.0,117.116,11,toy & kids products,4,Eire Corp,rgreene16@deviantart.com,64,13,WIEN (Vienna),Austria
274,SO - 000375,41823,Wholesale,USD,AXW291,6,11,683.4,7517.4,444.21,1,home appliances,160,Browsebug Company,jmedina4n@tumblr.com,16,6,PARIS,France
275,SO - 000376,41824,Wholesale,USD,AXW291,29,7,3919.5,27436.5,2234.115,10,accessories,129,Sanum-Kehl Group,pwells2x@zimbio.com,50,29,Lódz,Poland
276,SO - 000377,41824,Distributor,USD,FLR025,64,10,1092.1,10921.0,786.312,14,musical instruments,34,Z.H.T. Group,rwhitedq@nymag.com,29,64,Mykolaiv,Ukraine
277,SO - 000378,41825,Wholesale,USD,GUT930,36,11,924.6,10170.6,536.268,6,grocery & gourmet foods,130,Jayo Company,mreyes1q@umn.edu,53,36,Kraków,Poland
278,SO - 000379,41825,Distributor,USD,GUT930,33,5,1018.4,5092.0,794.352,2,books,47,Gigabox Group,jjohnston3t@homestead.com,39,33,ATHINAI (Athens),Greece
279,SO - 000380,41825,Distributor,USD,FLR025,65,5,1788.9,8944.5,1305.897,7,men's & women's clothing,66,Bluezoom Group,dwallace1v@unblog.fr,8,65,OSLO,Norway
280,SO - 000381,41825,Distributor,USD,AXW291,15,11,944.7,10391.7,538.479,12,garden & outdoor,77,Valeant Corp,bbowman1j@phpbb.com,60,15,Barcelona,Spain
281,SO - 000382,41825,Distributor,USD,AXW291,26,6,3959.7,23758.2,2573.805,6,grocery & gourmet foods,133,Mydo Corp,rramoshq@jugem.jp,54,26,Torino (Turin),Italy
282,SO - 000383,41825,Distributor,USD,AXW291,27,12,167.5,2010.0,70.35,7,men's & women's clothing,42,Colgate-Pa Group,dmorrisf1@google.pl,20,27,ZAGREB,Croatia
283,SO - 000384,41825,Export,USD,AXW291,19,8,3872.6,30980.8,1975.026,12,garden & outdoor,111,Buzzbean Group,brodriguezmw@google.co.uk,10,19,SOFIA,Bulgaria
284,SO - 000385,41825,Distributor,USD,GUT930,34,5,6539.2,32696.0,3858.128,7,men's & women's clothing,65,CARDINAL Group,emarshall1o@multiply.com,8,34,Salonika,Greece
285,SO - 000386,41825,Wholesale,USD,AXW291,10,6,1025.1,6150.6,779.076,11,toy & kids products,17,Liberty Group,gperez2a@fda.gov,61,10,MINSK,Belarus
286,SO - 000387,41825,Wholesale,USD,GUT930,35,5,938.0,4690.0,572.18,8,car & motorbike,11,Voonyx Group,sandrews4j@cisco.com,15,35,STOCKHOLM,Sweden
287,SO - 000388,41825,Distributor,USD,FLR025,64,11,1045.2,11497.2,804.804,3,electronics,159,Quaxo Ltd,jgray33@blogtalkradio.com,30,64,Mykolaiv,Ukraine
288,SO - 000389,41825,Export,USD,GUT930,37,9,167.5,1507.5,112.225,5,sports & fitness,106,Organon Corp,cwillis1c@theatlantic.com,15,37,Valencia,Spain
289,SO - 000390,41825,Distributor,USD,FLR025,61,5,1721.9,8609.5,1377.52,2,books,86,Voolith Ltd,ddayqi@amazon.co.jp,66,61,SARAJEVO,Bosnia
290,SO - 000391,41826,Wholesale,USD,GUT930,44,8,676.7,5413.6,466.923,15,pet supplies,150,Zooxo Ltd,hmoore3c@privacy.gov.au,43,44,Genova,Italy
291,SO - 000392,41826,Wholesale,USD,AXW291,30,12,167.5,2010.0,82.075,5,sports & fitness,151,Snaptags Ltd,jsullivangr@sun.com,57,30,Marseille,France
292,SO - 000393,41826,Distributor,USD,GUT930,46,10,1118.9,11189.0,895.12,10,accessories,167,Nlounge Ltd,fromero4g@behance.net,62,46,Wroclaw (Breslau),Poland
293,SO - 000394,41826,Distributor,USD,AXW291,5,6,1139.0,6834.0,933.98,5,sports & fitness,10,Unit Ltd,bmcdonald47@joomla.org,32,5,KIEV,Ukraine
